gene_id	gene_short_name	120h_Cdh2Het_rep1	120h_Cdh2Het_rep2	120h_Cdh2KO_Clone1_rep1	120h_Cdh2KO_Clone1_rep2	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000024304	Cdh2	5090.53324361061	5106.41436573432	371.391239794496	360.211305732711	2732.13753871803	-3.80069057739147	0.0715025481946386	-53.1546171899431	0	0
ENSMUSG00000037664	Cdkn1c	37.4993240781629	28.3942079945191	2278.95062472438	2255.27646974253	1150.0301566349	6.09657332009447	0.198637117628864	30.6920146288337	7.2745403519555e-207	4.3003445290585e-203
ENSMUSG00000069045	Ddx3y	1401.01641347581	1448.10460772048	68.6757523707583	68.8776140160739	746.668596895779	-4.37229148732248	0.147845241260372	-29.5734340182272	3.28225301896863e-192	1.29353591477554e-188
ENSMUSG00000000787	Ddx3x	42262.7798839806	43705.5007134836	25255.5079343464	25472.6170645662	34174.1013990942	-0.760954718655687	0.027754565975572	-27.4172804332604	1.7067934187591e-165	5.0448546474972e-162
ENSMUSG00000069049	Eif2s3y	1192.68683526379	1071.02952555326	56.0249558814081	58.6390497704413	594.595091617226	-4.30415664253476	0.165486702959308	-26.0090784671268	3.90941468655425e-149	9.24420196782618e-146
ENSMUSG00000002265	Peg3	35793.1048326065	35589.3003003303	20421.0964187733	21790.4570504095	28398.4896505299	-0.758000133403282	0.032466857796831	-23.3468892538553	1.48217540215326e-120	2.92062662994301e-117
ENSMUSG00000068457	Uty	712.487157485094	758.693237613551	25.3015929787004	32.5772498724674	382.264809487453	-4.66965708078524	0.220394676291355	-21.1877036204454	1.23999109849145e-99	2.09434496535205e-96
ENSMUSG00000026185	Igfbp5	25843.2841772006	27134.6409278823	38490.0483188481	40090.4944716262	32889.6169738893	0.568885445142772	0.031857202693581	17.857357113699	2.53354981576449e-71	3.74426993397295e-68
ENSMUSG00000067786	Nnat	10690.4323059496	10455.8831519017	15414.0918939526	15705.0267742326	13066.3585315091	0.557235379184859	0.0324170824460019	17.1895598597765	3.17936769279056e-66	4.17662935909586e-63
ENSMUSG00000051855	Mest	30700.4882932137	30374.9879442168	64596.7741312636	71664.3650480216	49334.1538541789	1.15769916475904	0.0749066326615052	15.4552290448105	6.95638759937372e-54	8.22453705873955e-51
ENSMUSG00000012422	Tmem167	2455.16407922861	2478.24647376163	1245.19982588033	1192.32734533231	1842.73443105072	-1.01694615381697	0.0660912700249684	-15.3869967006653	2.00107005414695e-53	2.15078647728903e-50
ENSMUSG00000033799	Tasor2	1649.97025943917	1704.78824799093	3023.5403609547	2998.03776683479	2344.0841588049	0.844305622613304	0.0593521673793242	14.2253545218877	6.37803035434594e-46	6.28395440661933e-43
ENSMUSG00000042502	Cd2bp2	4700.95693235414	4914.46951969137	2985.58797148665	2991.52231686029	3898.13418509811	-0.685622158291628	0.0486419841294857	-14.0952753174396	4.06061140081592e-45	3.69296989168051e-42
ENSMUSG00000005892	Trh	896.858834202729	689.411370106924	195.183717264261	205.702063480437	496.788996263588	-1.98588639406655	0.145975496719063	-13.6042448130078	3.77851145068327e-42	3.19095292010202e-39
ENSMUSG00000013584	Aldh1a2	2270.79240251097	2027.34645080867	1075.31770159477	1024.78720313105	1599.56093951136	-1.0337779498126	0.0767115557931026	-13.4761697781334	2.16034087005051e-41	1.70278067377381e-38
ENSMUSG00000053877	Srcap	9105.04421575616	9332.60828363855	6469.97877598197	6621.55873122094	7882.29750164941	-0.493934217083125	0.0375236421055817	-13.1632802512433	1.42751097420445e-39	1.0548413905012e-36
ENSMUSG00000030811	Fbxl19	6060.30743018754	5850.34261519072	3961.50655780796	4025.61730566919	4974.44347721385	-0.576766170072724	0.0440696440764348	-13.0876067224953	3.87630092598887e-39	2.69585328517449e-36
ENSMUSG00000032294	Pkm	36609.7567791976	38013.0298947424	29454.66874049	28748.0268446008	33206.3705647577	-0.358425529957971	0.0290514599388983	-12.3376081860196	5.68187806136197e-35	3.73204690663792e-32
ENSMUSG00000021248	Tmed10	734.361763197356	765.507847532236	1508.15566719468	1502.27660840464	1127.57547158223	1.0056475436209	0.0828995335843445	12.1309191998978	7.24318031904355e-34	4.50716425852905e-31
ENSMUSG00000032449	Slc25a36	894.775538420608	889.306594388339	1741.29177392699	1669.8167506059	1298.79766433546	0.935080545451048	0.0778312554826341	12.0142035439694	2.99238817564707e-33	1.76895027003376e-30
ENSMUSG00000042308	Setd1a	4709.29011548262	4993.97330207602	3255.77283936635	3183.26270182396	4035.57473968724	-0.59120878036177	0.0493926757101985	-11.9695637432272	5.12976337685991e-33	2.88805678117213e-30
ENSMUSG00000030695	Aldoa	8944.6304405329	9208.80953678244	6780.82691829172	6484.73428175658	7854.75029434091	-0.452320033842634	0.0392225219690302	-11.5321506913753	9.0845478916647e-31	4.88211862377962e-28
ENSMUSG00000037034	Pax1	508.324170837319	492.923450784852	1083.45035648078	1323.56712338996	852.066275373228	1.2648083066733	0.109845627886696	11.5144164679721	1.11612511381986e-30	5.73736835682269e-28
ENSMUSG00000028792	Ak2	1417.68277973277	1368.60082533582	2310.57761594775	2291.57683388614	1847.10951372562	0.72360642180654	0.0656233941477671	11.0266533940193	2.84246434289266e-28	1.4002689969175e-25
ENSMUSG00000030795	Fus	27189.0932524502	26755.2943090755	21942.806510778	21168.6969671293	24263.9727598582	-0.323409576998187	0.029544941286312	-10.9463604569091	6.91713937771872e-28	3.27125355451074e-25
ENSMUSG00000040856	Dlk1	84.3734791758664	64.7387942275036	325.306195440434	378.826877088407	213.311336483053	2.23480080609548	0.210624216999529	10.6103696808068	2.66691780946021e-26	1.21272958697108e-23
ENSMUSG00000049091	Sephs2	2137.46147245528	2009.17415769217	1280.44133038638	1226.76615234034	1663.46077821854	-0.726168910239804	0.0704927281668948	-10.3013307772763	6.94931987724492e-25	3.04302995958025e-22
ENSMUSG00000042462	Dctpp1	2336.41621964776	2394.19961809785	1527.13186192871	1399.89096594831	1914.40966640566	-0.692170296761887	0.0674006627570893	-10.269487990889	9.67165911959458e-25	4.08385806324881e-22
ENSMUSG00000061353	Cxcl12	7493.61492828621	7806.1356618532	9939.9115273466	10772.8311435411	9003.12331525677	0.437120323187265	0.0429970501485492	10.1662863307383	2.80396097966315e-24	1.14314588491577e-21
ENSMUSG00000063524	Eno1	19823.6010147644	20174.6526642657	16388.2032236325	15873.4976950017	18064.9886494161	-0.310006147020578	0.0307399613083005	-10.084793012959	6.45009822216434e-24	2.54198370935497e-21
ENSMUSG00000049739	Zfp646	3487.43713926915	3449.32838717418	2372.92797007383	2441.43218329949	2937.78141995416	-0.527082586728688	0.053298605393866	-9.88923786717596	4.63543355853302e-23	1.76789454717858e-20
ENSMUSG00000102252	Snrpn	1285.39349756814	1249.34515175884	724.709913175634	690.637697296309	987.521564949731	-0.840729767924155	0.0874863337690655	-9.6098411226535	7.26610151268056e-22	2.6845974432632e-19
ENSMUSG00000006494	Pdk1	836.443256521244	802.988202085001	389.463806207853	400.234784147457	607.282512240389	-1.05424348543325	0.110376342059783	-9.55135372091098	1.28012477212933e-21	4.45144564143679e-19
ENSMUSG00000030677	Kif22	3908.26288725742	3911.58609332496	2831.97115697311	2781.16636054093	3358.2466245241	-0.478275673515629	0.0500695645530713	-9.55222354707479	1.26941985167112e-21	4.45144564143679e-19
ENSMUSG00000045639	Zfp629	2748.90878450755	2793.99006666068	1843.40177416246	1907.16528539102	2323.36647768043	-0.563512514323392	0.059073100084818	-9.53924059367619	1.43882027714763e-21	4.86033489620471e-19
ENSMUSG00000029426	Scarb2	1161.43739853199	1117.59602666427	656.034160804876	615.244633305741	887.57805482672	-0.842210539895981	0.0926679168519321	-9.0884803339401	1.00432942750477e-19	3.2983852281636e-17
ENSMUSG00000020277	Pfkl	4053.05194411477	4349.99266476033	3078.66168851544	2878.89811015833	3590.15110188722	-0.495639456948941	0.0548891875318567	-9.02981951884934	1.71955160969086e-19	5.3583669584662e-17
ENSMUSG00000063229	Ldha	15958.0456910404	17044.4751749499	11246.5580790323	10518.7285945358	13691.9518848896	-0.600454936369181	0.0664981414654843	-9.02964989902531	1.72221893277269e-19	5.3583669584662e-17
ENSMUSG00000057751	Megf6	1441.64068122715	1501.48571875017	2144.31000494486	2227.35311270899	1828.69737940779	0.571155872281788	0.0666110348593219	8.57449330261918	9.95239762220101e-18	3.01710761762263e-15
ENSMUSG00000066705	Fxyd6	3715.5580274113	3681.02512440946	4789.23009953973	5211.429201027	4349.31061309687	0.43495897831612	0.0508614029411751	8.55184782887688	1.21133410786585e-17	3.58040078932449e-15
